○ 범죄의 발생 검거상황(총괄) [],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
과실치상,법인[개],개,4,2,1,,-,3,-,-,2,4,3
과실치사,발생건수[건],건,24,32,26,47,40,39,37,33,19,32,30
과실치사,발생비[건/10만명],건/10만명,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1
과실치사,검거건수[건],건,23,32,26,42,37,37,36,32,17,30,30
과실치사,발생건수대비 검거건수[%],%,95.8,100,100,89.4,92.5,94.9,97.3,97,89.5,93.8,100
과실치사,검거인원[명],명,27,46,41,65,53,54,55,35,24,31,38
과실치사,남자검거인원[명],명,19,31,29,40,41,41,39,23,17,20,26
과실치사,여자검거인원[명],명,8,15,12,22,11,10,12,11,7,11,12
과실치사,미상검거인원[명],명,-,-,-,3,1,3,4,1,-,-,-
과실치사,법인[개],개,-,-,-,,-,-,-,-,-,1,-
업무상과실치사상,발생건수[건],건,3150,3322,3388,3485,3621,3713,3604,3339,3616,4161,4334
업무상과실치사상,발생비[건/10만명],건/10만명,6,6.4,6.6,6.7,7,7.2,7,6.5,7,8.1,8.5
업무상과실치사상,검거건수[건],건,3048,3218,3255,3370,3480,3603,3460,3163,3353,4051,4119
업무상과실치사상,발생건수대비 검거건수[%],%,96.8,96.9,96.1,96.7,96.1,97,96,94.7,92.7,97.4,95
업무상과실치사상,검거인원[명],명,4738,4975,5160,5441,5588,5845,5966,5147,5146,6280,6240
업무상과실치사상,남자검거인원[명],명,4035,4175,4325,4599,4635,4831,4867,4290,4234,5124,4971
업무상과실치사상,여자검거인원[명],명,640,727,733,745,851,859,977,776,841,1067,1140
업무상과실치사상,미상검거인원[명],명,63,73,102,97,102,155,122,81,71,89,129
업무상과실치사상,법인[개],개,63,98,91,86,88,74,88,57,54,46,42
업무상과실치상,발생건수[건],건,1965,2156,2179,2244,2427,2486,2491,2259,2513,2973,3143
업무상과실치상,발생비[건/10만명],건/10만명,4,4.2,4.2,4.3,4.7,4.8,4.8,4.4,4.9,5.8,6.1
업무상과실치상,검거건수[건],건,1886,2066,2073,2139,2316,2391,2381,2127,2331,2882,2995
업무상과실치상,발생건수대비 검거건수[%],%,96,95.8,95.1,95.3,95.4,96.2,95.6,94.2,92.8,96.9,95.3
업무상과실치상,검거인원[명],명,2789,2918,3105,3263,3547,3663,3781,3060,3203,3950,4070
업무상과실치상,남자검거인원[명],명,2266,2340,2470,2663,2827,2909,3024,2496,2605,3161,3175
업무상과실치상,여자검거인원[명],명,479,520,558,536,640,650,676,511,569,733,811
업무상과실치상,미상검거인원[명],명,44,58,77,64,80,104,81,53,29,56,84
업무상과실치상,법인[개],개,14,35,33,27,47,31,48,22,24,25,19
업무상과실치사,발생건수[건],건,1185,1166,1209,1241,1194,1227,1113,1080,1103,1188,1191
업무상과실치사,발생비[건/10만명],건/10만명,2,2.3,2.3,2.4,2.3,2.4,2.1,2.1,2.1,2.3,2.3
업무상과실치사,검거건수[건],건,1162,1152,1182,1231,1164,1212,1079,1036,1022,1169,1124
업무상과실치사,발생건수대비 검거건수[%],%,98.1,98.8,97.8,99.2,97.5,98.8,96.9,95.9,92.7,98.4,94.4
업무상과실치사,검거인원[명],명,1949,2057,2055,2178,2041,2182,2185,2087,1943,2330,2170
업무상과실치사,남자검거인원[명],명,1769,1835,1855,1936,1808,1922,1843,1794,1629,1963,1796
업무상과실치사,여자검거인원[명],명,161,207,175,209,211,209,301,265,272,334,329
업무상과실치사,미상검거인원[명],명,19,15,25,33,22,51,41,28,42,33,45
업무상과실치사,법인[개],개,49,63,58,59,41,43,40,35,30,21,23
실화,발생건수[건],건,2070,2134,2054,2351,2409,2333,2386,2283,2603,2696,2162
실화,발생비[건/10만명],건/10만명,4,4.1,4,4.5,4.6,4.5,4.6,4.4,5.1,5.3,4.2
실화,검거건수[건],건,1482,1630,1669,1892,1979,1893,1871,1695,1882,1998,1684
실화,발생건수대비 검거건수[%],%,71.6,76.4,81.3,80.5,82.2,81.1,78.4,74.2,72.3,74.1,77.9
실화,검거인원[명],명,1661,1805,1861,2077,2016,2108,2130,1852,2083,2137,1799
실화,남자검거인원[명],명,1327,1400,1506,1668,1642,1704,1740,1527,1736,1749,1451
실화,여자검거인원[명],명,332,402,353,405,370,399,388,325,345,387,345
실화,미상검거인원[명],명,2,3,2,4,4,5,2,-,2,1,3
실화,법인[개],개,2,3,2,,-,2,2,-,2,1,-
기타형법범죄,발생건수[건],건,90270,99774,102156,97783,102907,105310,103200,92320,99908,96524,96562
기타형법범죄,발생비[건/10만명],건/10만명,176,193.6,197.6,188.8,198.6,203.1,199.1,178.8,194.2,188.1,188.5
기타형법범죄,검거건수[건],건,80087,87380,89592,85079,87977,89347,85315,74302,76500,82750,82597
기타형법범죄,발생건수대비 검거건수[%],%,88.7,87.6,87.7,87,85.5,84.8,82.7,80.5,76.6,85.7,85.5
기타형법범죄,검거인원[명],명,112469,118834,122536,115810,121287,125488,121920,100017,101195,103156,97943
기타형법범죄,남자검거인원[명],명,86290,90072,92759,87096,89534,91991,88679,73383,74208,74020,68830
기타형법범죄,여자검거인원[명],명,22852,24331,24621,24512,26034,28881,28263,22971,23786,24122,24184
기타형법범죄,미상검거인원[명],명,3327,4431,5156,4202,5719,4616,4978,3663,3201,5014,4929
기타형법범죄,법인[개],개,153,118,175,159,192,204,114,57,71,63,176
명예,발생건수[건],건,26371,31114,29280,26054,28827,29938,30733,31409,35451,31201,30637
명예,발생비[건/10만명],건/10만명,51,60.4,56.6,50.3,55.6,57.7,59.3,60.8,68.9,60.8,59.8
명예,검거건수[건],건,22109,24839,23493,21231,22716,23748,23212,23053,24210,27946,26686
명예,발생건수대비 검거건수[%],%,83.8,79.8,80.2,81.5,78.8,79.3,75.5,73.4,68.3,89.6,87.1
명예,검거인원[명],명,32302,36983,36646,32511,35311,37143,37641,33521,35137,35918,31518
명예,남자검거인원[명],명,23175,25068,23733,21457,22374,23900,23695,22005,22845,22122,19027
명예,여자검거인원[명],명,7130,9014,9020,8480,9360,10457,10861,9114,9955,9961,8954
명예,미상검거인원[명],명,1997,2901,3893,2574,3577,2786,3085,2402,2337,3835,3537
명예,법인[개],개,25,12,31,32,28,43,21,11,6,12,44
권리행사방해,발생건수[건],건,5338,6815,9191,12182,13482,12037,9221,6318,6106,6059,6972
권리행사방해,발생비[건/10만명],건/10만명,10,13.2,17.8,23.5,26,23.2,17.8,12.2,11.9,11.8,13.6
권리행사방해,검거건수[건],건,4290,5706,7670,10016,10997,9896,7172,4693,4296,4898,5786
권리행사방해,발생건수대비 검거건수[%],%,80.4,83.7,83.5,82.2,81.6,82.2,77.8,74.3,70.4,80.8,83
권리행사방해,검거인원[명],명,6994,8475,10594,13256,14597,13428,10314,6622,6005,6195,6853
권리행사방해,남자검거인원[명],명,5083,6326,8118,10233,11340,10191,7907,5081,4600,4697,5188
권리행사방해,여자검거인원[명],명,1811,2058,2339,2869,3057,3048,2215,1441,1342,1355,1595
권리행사방해,미상검거인원[명],명,100,91,137,154,200,189,192,100,63,143,70
권리행사방해,법인[개],개,43,32,44,27,39,41,20,12,14,7,17
신용업무경매,발생건수[건],건,21639,24068,24744,22744,23629,23107,22917,17574,18527,17901,17968
신용업무경매,발생비[건/10만명],건/10만명,42,46.7,47.9,43.9,45.6,44.6,44.2,34,36,34.9,35.1
신용업무경매,검거건수[건],건,20579,23209,23987,21979,22762,22126,21680,16501,17270,17141,16965
신용업무경매,발생건수대비 검거건수[%],%,95.1,96.4,96.9,96.6,96.3,95.8,94.6,93.9,93.2,95.8,94.4
신용업무경매,검거인원[명],명,28713,30360,31485,29309,30587,31547,30595,22560,22851,22637,21352
신용업무경매,남자검거인원[명],명,23634,25034,26106,24161,24871,25311,24393,17894,18375,18157,16344
신용업무경매,여자검거인원[명],명,4541,4780,4832,4531,4987,5550,5546,4162,4119,4106,4382
신용업무경매,미상검거인원[명],명,538,546,547,617,729,686,656,504,357,374,626
신용업무경매,법인[개],개,47,48,54,56,65,58,35,19,25,24,31
주거침입,발생건수[건],건,8718,10348,11763,11966,13701,17181,18342,18535,18949,20090,18993
주거침입,발생비[건/10만명],건/10만명,17,20.1,22.8,23.1,26.4,33.1,35.4,35.9,36.8,39.1,37.1
주거침입,검거건수[건],건,6759,7828,8893,8992,10260,12400,13305,13269,12301,12592,12021
주거침입,발생건수대비 검거건수[%],%,77.5,75.6,75.6,75.1,74.9,72.2,72.5,71.6,64.9,62.7,63.3
주거침입,검거인원[명],명,8183,9467,10918,11045,12774,15425,16127,15368,14131,14348,13453
주거침입,남자검거인원[명],명,6528,7356,8657,8502,9834,11889,12494,11823,10790,10856,9979
주거침입,여자검거인원[명],명,1551,1889,2168,2360,2703,3401,3477,3449,3248,3330,3261
주거침입,미상검거인원[명],명,104,222,93,183,237,135,156,96,93,162,213
주거침입,법인[개],개,8,2,3,,4,4,3,3,7,1,8
비밀침해,발생건수[건],건,73,73,102,113,112,128,151,122,156,143,179
비밀침해,발생비[건/10만명],건/10만명,-,0.1,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3
비밀침해,검거건수[건],건,55,54,69,69,69,94,104,81,83,102,111
비밀침해,발생건수대비 검거건수[%],%,75.3,74,67.6,61.1,61.6,73.4,68.9,66.4,53.2,71.3,62
비밀침해,검거인원[명],명,80,97,98,117,111,121,161,123,113,119,139
비밀침해,남자검거인원[명],명,42,42,57,62,66,61,87,59,63,60,80
비밀침해,여자검거인원[명],명,33,26,33,25,33,50,60,57,44,43,50
비밀침해,미상검거인원[명],명,5,29,8,30,12,10,14,7,6,16,9
비밀침해,법인[개],개,1,-,-,1,-,-,-,-,-,-,2
유기,발생건수[건],건,157,131,221,312,332,260,235,273,332,278,249
유기,발생비[건/10만명],건/10만명,-,0.3,0.4,0.6,0.6,0.5,0.5,0.5,0.6,0.5,0.5
유기,검거건수[건],건,112,114,142,164,168,139,144,190,255,275,258
유기,발생건수대비 검거건수[%],%,71.3,87,64.3,52.6,50.6,53.5,61.3,69.6,76.8,98.9,103.6
유기,검거인원[명],명,158,210,205,247,243,252,257,311,368,366,342
유기,남자검거인원[명],명,69,77,63,69,85,98,79,91,110,122,100
유기,여자검거인원[명],명,89,130,142,173,158,152,161,209,256,242,238
유기,미상검거인원[명],명,-,3,-,5,-,2,17,11,2,2,4
유기,법인[개],개,-,-,1,1,-,3,1,2,4,5,-
유기,발생건수[건],건,128,109,209,282,304,238,212,250,306,246,213
유기,발생비[건/10만명],건/10만명,-,0.2,0.4,0.5,0.6,0.5,0.4,0.5,0.6,0.5,0.4
유기,검거건수[건],건,85,93,131,136,145,118,122,170,234,249,227
유기,발생건수대비 검거건수[%],%,66.4,85.3,62.7,48.2,47.7,49.6,57.5,68,76.5,101.2,106.6
유기,검거인원[명],명,108,169,187,208,206,205,203,268,334,329,299
유기,남자검거인원[명],명,38,54,55,52,59,78,51,73,96,103,82
유기,여자검거인원[명],명,70,113,132,151,147,126,135,184,236,224,216
유기,미상검거인원[명],명,-,2,-,5,-,1,17,11,2,2,1
유기,법인[개],개,-,-,1,1,-,1,1,2,4,5,-
유기치상,발생건수[건],건,2,2,3,2,2,3,4,2,4,6,3
유기치상,발생비[건/10만명],건/10만명,-,0,0,0,0,0,0,0,0,0,0
유기치상,검거건수[건],건,-,3,3,2,1,2,4,2,4,4,3
유기치상,발생건수대비 검거건수[%],%,-,150,100,100,50,66.7,100,100,100,66.7,100
유기치상,검거인원[명],명,3,7,3,2,2,18,7,9,6,6,3
유기치상,남자검거인원[명],명,3,-,2,,2,9,6,1,4,3,1
유기치상,여자검거인원[명],명,-,7,1,2,-,8,1,8,2,3,2
유기치상,미상검거인원[명],명,-,-,-,,-,1,-,-,-,-,-
유기치상,법인[개],개,-,-,-,,-,2,-,-,-,-,-
유기치사,발생건수[건],건,27,20,9,28,26,19,19,21,22,26,33
유기치사,발생비[건/10만명],건/10만명,-,0,0,0.1,0.1,0,0,0,0,0.1,0.1
유기치사,검거건수[건],건,27,18,8,26,22,19,18,18,17,22,28
유기치사,발생건수대비 검거건수[%],%,100,90,88.9,92.9,84.6,100,94.7,85.7,77.3,84.6,84.8
유기치사,검거인원[명],명,47,34,15,37,35,29,47,34,28,31,40
유기치사,남자검거인원[명],명,28,23,6,17,24,11,22,17,10,16,17
유기치사,여자검거인원[명],명,19,10,9,20,11,18,25,17,18,15,20
유기치사,미상검거인원[명],명,-,1,-,,-,-,-,-,-,-,3
유기치사,법인[개],개,-,-,-,,-,-,-,-,-,-,-
교통방해,발생건수[건],건,1713,1790,2083,1388,1429,1382,1454,1449,1378,1240,1299
교통방해,발생비[건/10만명],건/10만명,3,3.5,4,2.7,2.8,2.7,2.8,2.8,2.7,2.4,2.5
교통방해,검거건수[건],건,1654,1739,2039,1315,1375,1303,1382,1371,1238,1195,1270
교통방해,발생건수대비 검거건수[%],%,96.6,97.2,97.9,94.7,96.2,94.3,95,94.6,89.8,96.4,97.8
교통방해,검거인원[명],명,2230,2138,2604,1735,1690,1815,1891,1805,1664,1473,1445
교통방해,남자검거인원[명],명,1849,1818,2170,1478,1415,1491,1596,1477,1363,1211,1141
교통방해,여자검거인원[명],명,324,294,414,235,245,295,262,308,280,244,237
교통방해,미상검거인원[명],명,57,26,20,22,30,29,33,20,21,18,67
교통방해,법인[개],개,7,5,5,2,4,11,4,3,4,4,5
공무방해,발생건수[건],건,15464,14788,15130,12926,11369,12056,11238,9640,11111,11657,11282
공무방해,발생비[건/10만명],건/10만명,30,28.7,29.3,25,21.9,23.3,21.7,18.7,21.6,22.7,22
공무방해,검거건수[건],건,15262,14588,14989,12722,11164,11801,10960,9413,10837,11432,11096
공무방해,발생건수대비 검거건수[%],%,98.7,98.6,99.1,98.4,98.2,97.9,97.5,97.6,97.5,98.1,98.4
공무방해,검거인원[명],명,17997,17012,17487,14806,13213,13510,12901,10607,11794,12198,11793
공무방해,남자검거인원[명],명,16038,14970,15386,12761,11297,11043,10854,9200,10135,10485,10015
공무방해,여자검거인원[명],명,1889,1963,2034,1951,1786,2286,1856,1359,1597,1580,1702
공무방해,미상검거인원[명],명,70,79,67,94,130,181,191,48,62,133,76
공무방해,법인[개],개,8,6,15,11,18,17,7,3,2,5,14
공무방해,발생건수[건],건,15325,14570,14904,12773,11240,11927,11124,9524,10998,11523,11163
공무방해,발생비[건/10만명],건/10만명,30,28.3,28.8,24.7,21.7,23,21.5,18.4,21.4,22.5,21.8
공무방해,검거건수[건],건,15124,14379,14765,12573,11037,11674,10844,9299,10725,11303,10976
공무방해,발생건수대비 검거건수[%],%,98.7,98.7,99.1,98.4,98.2,97.9,97.5,97.6,97.5,98.1,98.3
공무방해,검거인원[명],명,17797,16738,17221,14648,13068,13352,12750,10477,11667,12061,11673
공무방해,남자검거인원[명],명,15849,14711,15135,12614,11172,10901,10720,9079,10025,10361,9902
공무방해,여자검거인원[명],명,1879,1949,2019,1940,1773,2270,1840,1351,1585,1567,1695
공무방해,미상검거인원[명],명,69,78,67,94,123,181,190,47,57,133,76
공무방해,법인[개],개,8,5,15,11,16,17,7,3,2,5,14
공무방해치상,발생건수[건],건,139,218,225,153,129,129,114,116,113,134,119
공무방해치상,발생비[건/10만명],건/10만명,-,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2
공무방해치상,검거건수[건],건,138,209,223,149,127,127,116,114,112,129,120
공무방해치상,발생건수대비 검거건수[%],%,99.3,95.9,99.1,97.4,98.4,98.4,101.8,98.3,99.1,96.3,100.8
공무방해치상,검거인원[명],명,200,274,264,158,145,158,151,130,127,137,120
공무방해치상,남자검거인원[명],명,189,259,249,147,125,142,134,121,110,124,113
공무방해치상,여자검거인원[명],명,10,14,15,11,13,16,16,8,12,13,7
공무방해치상,미상검거인원[명],명,1,1,-,,7,-,1,1,5,-,-
공무방해치상,법인[개],개,-,1,-,,2,-,-,-,-,-,-
공무방해치사,발생건수[건],건,-,-,1,,-,-,-,-,-,-,-
공무방해치사,발생비[건/10만명],건/10만명,-,-,0,,-,-,-,-,-,-,-
공무방해치사,검거건수[건],건,-,-,1,,-,-,-,-,-,-,-
공무방해치사,발생건수대비 검거건수[%],%,-,-,100,,-,-,-,-,-,-,-
공무방해치사,검거인원[명],명,-,-,2,,-,-,-,-,-,-,-
공무방해치사,남자검거인원[명],명,-,-,2,,-,-,-,-,-,-,-
공무방해치사,여자검거인원[명],명,-,-,-,,-,-,-,-,-,-,-
공무방해치사,미상검거인원[명],명,-,-,-,,-,-,-,-,-,-,-
공무방해치사,법인[개],개,-,-,-,,-,-,-,-,-,-,-
도주와범인은닉,발생건수[건],건,557,619,462,546,430,364,332,237,224,266,317
도주와범인은닉,발생비[건/10만명],건/10만명,1,1.2,0.9,1.1,0.8,0.7,0.6,0.5,0.4,0.5,0.6
도주와범인은닉,검거건수[건],건,503,571,437,527,404,334,307,231,212,248,312
도주와범인은닉,발생건수대비 검거건수[%],%,90.3,92.2,94.6,96.5,94,91.8,92.5,97.5,94.6,93.2,98.4
도주와범인은닉,검거인원[명],명,1119,1193,1014,980,692,690,673,492,489,612,625
도주와범인은닉,남자검거인원[명],명,850,923,788,731,549,533,486,364,362,440,465
도주와범인은닉,여자검거인원[명],명,261,264,220,233,124,144,172,113,116,168,160
도주와범인은닉,미상검거인원[명],명,8,6,6,16,19,13,15,15,11,4,-
도주와범인은닉,법인[개],개,1,-,-,2,-,-,1,1,-,1,3
위증과증거인멸,발생건수[건],건,3447,3947,3461,3629,3335,2887,2370,1933,2135,2056,1988
위증과증거인멸,발생비[건/10만명],건/10만명,7,7.7,6.7,7,6.4,5.6,4.6,3.7,4.2,4,3.9
위증과증거인멸,검거건수[건],건,2986,3529,2997,3114,2850,2478,1949,1598,1700,1882,1861
위증과증거인멸,발생건수대비 검거건수[%],%,86.6,89.4,86.6,85.8,85.5,85.8,82.2,82.7,79.6,91.5,93.6
위증과증거인멸,검거인원[명],명,4392,5023,4370,4423,4114,3613,2982,2332,2379,2393,2299
위증과증거인멸,남자검거인원[명],명,3162,3658,3147,3176,2925,2542,2112,1553,1664,1677,1565
위증과증거인멸,여자검거인원[명],명,1140,1196,1126,1126,1019,943,782,675,645,652,658
위증과증거인멸,미상검거인원[명],명,90,169,97,121,170,128,88,104,70,64,76
위증과증거인멸,법인[개],개,2,4,10,12,11,11,3,1,3,-,20
무고,발생건수[건],건,4859,5386,5560,5752,6049,5701,5908,4551,5245,5263,6351
무고,발생비[건/10만명],건/10만명,9,10.5,10.8,11.1,11.7,11,11.4,8.8,10.2,10.3,12.4
무고,검거건수[건],건,4110,4632,4747,4803,5032,4784,4863,3670,3854,4694,5891
무고,발생건수대비 검거건수[%],%,84.6,86,85.4,83.5,83.2,83.9,82.3,80.6,73.5,89.2,92.8
무고,검거인원[명],명,6349,6339,6714,6975,7451,7173,7580,5428,5455,5850,6960
무고,남자검거인원[명],명,3964,4049,4291,4213,4471,4441,4364,3141,3258,3297,3979
무고,여자검거인원[명],명,2170,2020,2196,2450,2459,2429,2726,1951,2048,2305,2738
무고,미상검거인원[명],명,215,270,227,312,521,303,490,336,149,248,243
무고,법인[개],개,11,9,12,13,23,16,15,2,5,4,27
공안을해하는죄,발생건수[건],건,27,54,66,78,107,171,185,204,222,324,277
공안을해하는죄,발생비[건/10만명],건/10만명,-,0.1,0.1,0.2,0.2,0.3,0.4,0.4,0.4,0.6,0.5
공안을해하는죄,검거건수[건],건,24,50,58,71,99,173,149,172,198,307,294
공안을해하는죄,발생건수대비 검거건수[%],%,88.9,92.6,87.9,91,92.5,101.2,80.5,84.3,89.2,94.8,106.1
공안을해하는죄,검거인원[명],명,36,143,239,259,339,568,660,722,721,984,1106
공안을해하는죄,남자검거인원[명],명,29,118,189,192,225,439,549,599,598,858,900
공안을해하는죄,여자검거인원[명],명,5,24,48,40,53,98,101,117,122,123,201
공안을해하는죄,미상검거인원[명],명,2,1,2,27,61,31,10,6,1,3,5
공안을해하는죄,법인[개],개,-,-,-,1,-,-,1,-,1,-,4
내란의죄,발생건수[건],건,4,1,12,20,25,16,33,17,14,7,10
내란의죄,발생비[건/10만명],건/10만명,-,0,0,0,0,0,0.1,0,0,0,0
내란의죄,검거건수[건],건,4,1,11,15,16,9,23,15,3,5,10
내란의죄,발생건수대비 검거건수[%],%,100,100,91.7,75,64,56.3,69.7,88.2,21.4,71.4,100
내란의죄,검거인원[명],명,-,9,56,42,44,53,33,16,28,16,16
내란의죄,남자검거인원[명],명,-,-,-,2,13,2,5,7,-,8,15
내란의죄,여자검거인원[명],명,-,-,-,3,2,-,-,1,-,-,-
내란의죄,미상검거인원[명],명,-,9,56,37,29,51,28,8,28,8,1
내란의죄,법인[개],개,-,-,-,,-,-,3,-,-,-,1
음용수에관한죄,발생건수[건],건,17,22,31,21,17,16,25,27,31,25,28
음용수에관한죄,발생비[건/10만명],건/10만명,-,0,0.1,0,0,0,0,0.1,0.1,0,0.1
음용수에관한죄,검거건수[건],건,14,15,21,17,16,13,22,23,27,23,23
음용수에관한죄,발생건수대비 검거건수[%],%,82.4,68.2,67.7,81,94.1,81.3,88,85.2,87.1,92,82.1
음용수에관한죄,검거인원[명],명,23,19,27,24,23,20,30,25,32,27,28
음용수에관한죄,남자검거인원[명],명,20,11,20,23,18,12,26,18,23,18,23
음용수에관한죄,여자검거인원[명],명,3,7,6,,5,7,4,6,8,9,5
음용수에관한죄,미상검거인원[명],명,-,1,1,1,-,1,-,1,1,-,-
음용수에관한죄,법인[개],개,-,-,-,,-,-,-,-,-,-,-
일수와수리에관한죄,발생건수[건],건,3,6,4,7,10,10,8,15,13,6,8
일수와수리에관한죄,발생비[건/10만명],건/10만명,-,0,0,0,0,0,0,0,0,0,0
